measure,metric,location,year,age,sex,val,lower,upper
DALYs (Disability-Adjusted Life Years),Rate,Japan,2017,70 to 74,Female,20196.477971602562,19779.71886816562,20542.058916156107
DALYs (Disability-Adjusted Life Years),Rate,Japan,2017,70 to 74,Male,22864.011796266896,22423.53102936686,23267.005443765072
DALYs (Disability-Adjusted Life Years),Rate,Japan,2017,75 to 79,Both,23341.073039897947,22964.362788772545,23695.10781847877
DALYs (Disability-Adjusted Life Years),Rate,Japan,2017,75 to 79,Female,21959.114812789303,21669.593278116532,22225.985486488058
DALYs (Disability-Adjusted Life Years),Rate,Japan,2017,75 to 79,Male,24693.238864581763,24362.688104589783,25167.918276132114
DALYs (Disability-Adjusted Life Years),Rate,Japan,2017,80 to 84,Both,25185.969142929243,24785.337303637854,25555.733290641176
DALYs (Disability-Adjusted Life Years),Rate,Japan,2017,80 to 84,Female,23797.743808725234,23566.134636210023,24051.092922473523
DALYs (Disability-Adjusted Life Years),Rate,Japan,2017,80 to 84,Male,26434.63629379344,25862.80642134668,27071.701701081925
DALYs (Disability-Adjusted Life Years),Rate,Japan,2017,85 to 89,Both,26981.334649807122,26588.525807278973,27316.777430231625
DALYs (Disability-Adjusted Life Years),Rate,Japan,2017,85 to 89,Female,25684.400025005394,24987.91726939496,26168.63828888379
DALYs (Disability-Adjusted Life Years),Rate,Japan,2017,85 to 89,Male,28232.635573906722,27487.015593815653,28680.747962170986
DALYs (Disability-Adjusted Life Years),Rate,Japan,2017,90 to 94,Both,28668.857832554975,28343.83734725212,29248.425270494605
DALYs (Disability-Adjusted Life Years),Rate,Japan,2017,90 to 94,Female,27305.06670638878,26824.17277571072,27737.04187980082
DALYs (Disability-Adjusted Life Years),Rate,Japan,2017,90 to 94,Male,29839.52705569049,29389.819854609057,30300.467155338738
DALYs (Disability-Adjusted Life Years),Rate,Japan,2018,25 to 29,Both,5509.437496846672,5413.1414390386835,5613.2098209297565
DALYs (Disability-Adjusted Life Years),Rate,Japan,2018,25 to 29,Female,4209.72037675181,4107.272308192485,4267.364089046063
DALYs (Disability-Adjusted Life Years),Rate,Japan,2018,25 to 29,Male,6797.770854783808,6669.717904288715,6935.7381158911685
DALYs (Disability-Adjusted Life Years),Rate,Japan,2018,30 to 34,Both,7272.916442852669,7124.02787310971,7491.066956496841
DALYs (Disability-Adjusted Life Years),Rate,Japan,2018,30 to 34,Female,5923.937472296213,5785.035915001644,6044.132638641835
DALYs (Disability-Adjusted Life Years),Rate,Japan,2018,30 to 34,Male,8568.361380905893,8406.739533209677,8745.618217687708
DALYs (Disability-Adjusted Life Years),Rate,Japan,2018,35 to 39,Both,9054.977586008199,8853.087121476725,9276.219121645074
DALYs (Disability-Adjusted Life Years),Rate,Japan,2018,35 to 39,Female,7727.375392958042,7505.497851066399,7876.237916668735
DALYs (Disability-Adjusted Life Years),Rate,Japan,2018,35 to 39,Male,10371.082456237633,10137.293058488478,10559.826968967429
DALYs (Disability-Adjusted Life Years),Rate,Japan,2018,40 to 44,Both,10823.353028809841,10665.950903190547,11113.52371288571
DALYs (Disability-Adjusted Life Years),Rate,Japan,2018,40 to 44,Female,9477.143712868527,9342.309866374218,9629.092095859482
DALYs (Disability-Adjusted Life Years),Rate,Japan,2018,40 to 44,Male,12110.338221790355,11934.055557605245,12399.982308902383
DALYs (Disability-Adjusted Life Years),Rate,Japan,2018,45 to 49,Both,12598.07704315332,12339.651181720837,12803.490477782954
DALYs (Disability-Adjusted Life Years),Rate,Japan,2018,45 to 49,Female,11283.737516563542,11031.738871805066,11523.585161437466
DALYs (Disability-Adjusted Life Years),Rate,Japan,2018,45 to 49,Male,13961.807636510724,13716.714760920422,14224.548994999892
DALYs (Disability-Adjusted Life Years),Rate,Japan,2018,50 to 54,Both,14333.214927005383,14003.69014984457,14550.739466693827
DALYs (Disability-Adjusted Life Years),Rate,Japan,2018,50 to 54,Female,13085.15193913382,12828.224753068269,13298.294297894003
DALYs (Disability-Adjusted Life Years),Rate,Japan,2018,50 to 54,Male,15683.154607513878,15444.35298292949,15922.766212899482
DALYs (Disability-Adjusted Life Years),Rate,Japan,2018,55 to 59,Both,16163.129304433724,15808.216321262567,16440.82200653348
DALYs (Disability-Adjusted Life Years),Rate,Japan,2018,55 to 59,Female,14872.469560624717,14555.741636108396,15128.84021153884
DALYs (Disability-Adjusted Life Years),Rate,Japan,2018,55 to 59,Male,17463.915155691448,17202.367288914284,17837.476866288063
DALYs (Disability-Adjusted Life Years),Rate,Japan,2018,60 to 64,Both,18024.255043192432,17651.749234674564,18391.053410125416
DALYs (Disability-Adjusted Life Years),Rate,Japan,2018,60 to 64,Female,16614.785484356158,16256.399770412114,16966.43948511557
DALYs (Disability-Adjusted Life Years),Rate,Japan,2018,60 to 64,Male,19324.238941046337,18981.64387966487,19802.78880558793
DALYs (Disability-Adjusted Life Years),Rate,Japan,2018,65 to 69,Both,19713.191032516166,19348.113432792696,19964.318948630982
DALYs (Disability-Adjusted Life Years),Rate,Japan,2018,65 to 69,Female,18324.749866975435,18007.786956326087,18674.917300935784
DALYs (Disability-Adjusted Life Years),Rate,Japan,2018,65 to 69,Male,21021.916697388537,20499.130304237802,21537.885310595375
DALYs (Disability-Adjusted Life Years),Rate,Japan,2018,70 to 74,Both,21529.696305292564,21155.398212163665,21926.450094931606
DALYs (Disability-Adjusted Life Years),Rate,Japan,2018,70 to 74,Female,20217.8527725452,19854.290155932173,20547.435974512555
DALYs (Disability-Adjusted Life Years),Rate,Japan,2018,70 to 74,Male,22840.497472279098,22484.41529348347,23311.48137966491
DALYs (Disability-Adjusted Life Years),Rate,Japan,2018,75 to 79,Both,23348.066950557466,22975.956101295847,23649.630651592728
DALYs (Disability-Adjusted Life Years),Rate,Japan,2018,75 to 79,Female,22006.063929464177,21664.29643268269,22333.177257382013
DALYs (Disability-Adjusted Life Years),Rate,Japan,2018,75 to 79,Male,24572.874216840723,24234.921072146688,24950.75128834311
DALYs (Disability-Adjusted Life Years),Rate,Japan,2018,80 to 84,Both,25082.325868782715,24581.42567133324,25543.169257142577
DALYs (Disability-Adjusted Life Years),Rate,Japan,2018,80 to 84,Female,23743.22545395223,23335.612326927305,24045.98028813048
DALYs (Disability-Adjusted Life Years),Rate,Japan,2018,80 to 84,Male,26380.39710029125,25784.643128854113,26748.98565497638
DALYs (Disability-Adjusted Life Years),Rate,Japan,2018,85 to 89,Both,26853.760264900226,26490.529608766657,27421.72692586846
DALYs (Disability-Adjusted Life Years),Rate,Japan,2018,85 to 89,Female,25515.767734228746,25072.72611080593,26114.590116412015
DALYs (Disability-Adjusted Life Years),Rate,Japan,2018,85 to 89,Male,28124.511839982093,27701.68520734177,28629.641261219447
DALYs (Disability-Adjusted Life Years),Rate,Japan,2018,90 to 94,Both,28666.96572812434,28074.38787812415,29112.540387902936
DALYs (Disability-Adjusted Life Years),Rate,Japan,2018,90 to 94,Female,27316.21097629353,26712.037081335347,27821.85353926906
DALYs (Disability-Adjusted Life Years),Rate,Japan,2018,90 to 94,Male,29974.38887126437,29194.1107431633,30769.753879315176
DALYs (Disability-Adjusted Life Years),Rate,Japan,2019,25 to 29,Both,5446.013464760575,5339.720220423029,5567.126798971754
DALYs (Disability-Adjusted Life Years),Rate,Japan,2019,25 to 29,Female,4164.7153428130705,4100.924353973389,4281.355923750696
DALYs (Disability-Adjusted Life Years),Rate,Japan,2019,25 to 29,Male,6757.1950268254095,6599.093077635467,6882.477573098027
DALYs (Disability-Adjusted Life Years),Rate,Japan,2019,30 to 34,Both,7228.058847765516,7125.769185427794,7386.020539291223
DALYs (Disability-Adjusted Life Years),Rate,Japan,2019,30 to 34,Female,5907.596575774433,5753.661426604191,6015.854801922245
DALYs (Disability-Adjusted Life Years),Rate,Japan,2019,30 to 34,Male,8537.169299411877,8356.08728136458,8698.045422351022
DALYs (Disability-Adjusted Life Years),Rate,Japan,2019,35 to 39,Both,8983.723023122937,8784.418591237543,9140.137611588907
DALYs (Disability-Adjusted Life Years),Rate,Japan,2019,35 to 39,Female,7637.727681689513,7491.293796847837,7768.722958588968
DALYs (Disability-Adjusted Life Years),Rate,Japan,2019,35 to 39,Male,10327.126895895204,10164.817213596636,10576.035570790642
DALYs (Disability-Adjusted Life Years),Rate,Japan,2019,40 to 44,Both,10738.328270016606,10511.682580503415,10956.001130927123
DALYs (Disability-Adjusted Life Years),Rate,Japan,2019,40 to 44,Female,9434.684857782757,9254.266780952259,9620.695841545159
DALYs (Disability-Adjusted Life Years),Rate,Japan,2019,40 to 44,Male,12091.333839083287,11797.463813634902,12407.704227175083
DALYs (Disability-Adjusted Life Years),Rate,Japan,2019,45 to 49,Both,12595.132601776542,12324.362733008365,12872.376285180044
DALYs (Disability-Adjusted Life Years),Rate,Japan,2019,45 to 49,Female,11244.769370710359,11075.910375373183,11416.65560686347
DALYs (Disability-Adjusted Life Years),Rate,Japan,2019,45 to 49,Male,13833.070218199786,13530.426288151375,14154.666657231865
DALYs (Disability-Adjusted Life Years),Rate,Japan,2019,50 to 54,Both,14378.104639014273,14171.392550176435,14662.891426926333
DALYs (Disability-Adjusted Life Years),Rate,Japan,2019,50 to 54,Female,13035.159304795514,12848.564764717197,13295.38124291477
DALYs (Disability-Adjusted Life Years),Rate,Japan,2019,50 to 54,Male,15597.339800609012,15322.697528726885,15879.875575069264
DALYs (Disability-Adjusted Life Years),Rate,Japan,2019,55 to 59,Both,16122.352326994742,15691.661405691975,16442.353720563668
DALYs (Disability-Adjusted Life Years),Rate,Japan,2019,55 to 59,Female,14801.250271918361,14501.062005597723,15032.861358315
DALYs (Disability-Adjusted Life Years),Rate,Japan,2019,55 to 59,Male,17367.024537817884,17082.36834557604,17800.977979451112
DALYs (Disability-Adjusted Life Years),Rate,Japan,2019,60 to 64,Both,17933.241589446152,17542.490901867666,18279.217147516247
DALYs (Disability-Adjusted Life Years),Rate,Japan,2019,60 to 64,Female,16544.965563425656,16243.857750990624,16818.352705970712
DALYs (Disability-Adjusted Life Years),Rate,Japan,2019,60 to 64,Male,19247.313747543827,18774.576697764587,19599.044161595903
DALYs (Disability-Adjusted Life Years),Rate,Japan,2019,65 to 69,Both,19688.108266961135,19366.817040995098,19932.149572730705
DALYs (Disability-Adjusted Life Years),Rate,Japan,2019,65 to 69,Female,18303.744967735278,18040.121442606294,18788.212600930616
DALYs (Disability-Adjusted Life Years),Rate,Japan,2019,65 to 69,Male,21012.640187910103,20589.852789133776,21416.282398531905
DALYs (Disability-Adjusted Life Years),Rate,Japan,2019,70 to 74,Both,21513.394867434683,21168.46419175947,21795.896784189645
DALYs (Disability-Adjusted Life Years),Rate,Japan,2019,70 to 74,Female,20186.891795587515,19823.364700295904,20476.1715284966
DALYs (Disability-Adjusted Life Years),Rate,Japan,2019,70 to 74,Male,22734.138939852823,22417.402379989362,23058.44759948543
DALYs (Disability-Adjusted Life Years),Rate,Japan,2019,75 to 79,Both,23167.719353092005,22663.691459763926,23465.643933133208
DALYs (Disability-Adjusted Life Years),Rate,Japan,2019,75 to 79,Female,21915.83267891672,21500.72393973097,22526.375287452644
DALYs (Disability-Adjusted Life Years),Rate,Japan,2019,75 to 79,Male,24510.139074763396,24000.84179776063,24925.68847229436
DALYs (Disability-Adjusted Life Years),Rate,Japan,2019,80 to 84,Both,25032.78704872594,24555.399435541156,25494.018491535386
DALYs (Disability-Adjusted Life Years),Rate,Japan,2019,80 to 84,Female,23761.479509040506,23235.525728122033,24184.401065575224
DALYs (Disability-Adjusted Life Years),Rate,Japan,2019,80 to 84,Male,26406.081011012793,25798.518035264504,26866.445359758334
DALYs (Disability-Adjusted Life Years),Rate,Japan,2019,85 to 89,Both,26913.831536850354,26311.463793440224,27450.5466217122
DALYs (Disability-Adjusted Life Years),Rate,Japan,2019,85 to 89,Female,25505.46792838566,24937.44945188346,26016.256388669568
DALYs (Disability-Adjusted Life Years),Rate,Japan,2019,85 to 89,Male,28029.558427503358,27423.77418098855,28556.09016947529
DALYs (Disability-Adjusted Life Years),Rate,Japan,2019,90 to 94,Both,28607.784124296744,27813.729025320255,29138.501037617174
DALYs (Disability-Adjusted Life Years),Rate,Japan,2019,90 to 94,Female,27293.371333714986,26847.716673049694,27863.67535056101
DALYs (Disability-Adjusted Life Years),Rate,Japan,2019,90 to 94,Male,29869.29443315162,29367.88743433541,30469.727241397304
DALYs (Disability-Adjusted Life Years),Rate,Japan,2020,25 to 29,Both,5373.450219512133,5263.489836821501,5491.194801294522
DALYs (Disability-Adjusted Life Years),Rate,Japan,2020,25 to 29,Female,4096.536695233701,3989.1809793094844,4174.25873363463
DALYs (Disability-Adjusted Life Years),Rate,Japan,2020,25 to 29,Male,6702.688901704894,6599.157348907151,6840.372805141091
DALYs (Disability-Adjusted Life Years),Rate,Japan,2020,30 to 34,Both,7181.007604813683,7061.768754639803,7308.309737770564
DALYs (Disability-Adjusted Life Years),Rate,Japan,2020,30 to 34,Female,5812.542482621346,5678.965588301611,5936.6152090495025
DALYs (Disability-Adjusted Life Years),Rate,Japan,2020,30 to 34,Male,8499.646381105715,8303.1871266609,8618.673960835566
DALYs (Disability-Adjusted Life Years),Rate,Japan,2020,35 to 39,Both,8967.349595095977,8803.230878778812,9126.03748408794
DALYs (Disability-Adjusted Life Years),Rate,Japan,2020,35 to 39,Female,7643.930415107574,7494.979810766161,7801.909578945057
DALYs (Disability-Adjusted Life Years),Rate,Japan,2020,35 to 39,Male,10249.38041640492,10097.376656013477,10441.571962933916
DALYs (Disability-Adjusted Life Years),Rate,Japan,2020,40 to 44,Both,10719.257973723545,10468.476984581004,10933.837990500593
DALYs (Disability-Adjusted Life Years),Rate,Japan,2020,40 to 44,Female,9388.731920727845,9190.836455041052,9575.734820274616
DALYs (Disability-Adjusted Life Years),Rate,Japan,2020,40 to 44,Male,12014.535878285993,11788.65050545867,12228.84164928085
DALYs (Disability-Adjusted Life Years),Rate,Japan,2020,45 to 49,Both,12538.42066428015,12352.480403196914,12745.700087718937
DALYs (Disability-Adjusted Life Years),Rate,Japan,2020,45 to 49,Female,11141.42202069026,10940.473291412707,11368.480417888426
DALYs (Disability-Adjusted Life Years),Rate,Japan,2020,45 to 49,Male,13797.407136777718,13593.61564213382,14057.434237161047
DALYs (Disability-Adjusted Life Years),Rate,Japan,2020,50 to 54,Both,14293.232554320086,13916.391193683965,14572.202211831356
DALYs (Disability-Adjusted Life Years),Rate,Japan,2020,50 to 54,Female,12918.745028548186,12707.186199000877,13179.603308396008
DALYs (Disability-Adjusted Life Years),Rate,Japan,2020,50 to 54,Male,15534.617874770634,15262.67293899913,15977.844743043963
DALYs (Disability-Adjusted Life Years),Rate,Japan,2020,55 to 59,Both,16015.870439409735,15610.946662031636,16358.469730732497
DALYs (Disability-Adjusted Life Years),Rate,Japan,2020,55 to 59,Female,14734.319866706186,14438.453828227004,15075.42452233997
DALYs (Disability-Adjusted Life Years),Rate,Japan,2020,55 to 59,Male,17364.586705062346,16990.68429326524,17695.399383959644
DALYs (Disability-Adjusted Life Years),Rate,Japan,2020,60 to 64,Both,17837.708177218057,17435.026985792498,18102.419090820084
DALYs (Disability-Adjusted Life Years),Rate,Japan,2020,60 to 64,Female,16488.16431208445,16075.239793682445,16742.227824967522
DALYs (Disability-Adjusted Life Years),Rate,Japan,2020,60 to 64,Male,19114.367421874394,18746.234812812876,19499.750839404158
DALYs (Disability-Adjusted Life Years),Rate,Japan,2020,65 to 69,Both,19640.49869336435,19207.59172148431,20013.591449686035
DALYs (Disability-Adjusted Life Years),Rate,Japan,2020,65 to 69,Female,18308.990846792192,17993.525618394295,18598.74930457352
DALYs (Disability-Adjusted Life Years),Rate,Japan,2020,65 to 69,Male,21026.875940151844,20669.01616323014,21386.45227245999
DALYs (Disability-Adjusted Life Years),Rate,Japan,2020,70 to 74,Both,21318.67249117393,21019.071976623756,21766.68101269609
DALYs (Disability-Adjusted Life Years),Rate,Japan,2020,70 to 74,Female,20040.113386737063,19810.857219800928,20292.40678332295
DALYs (Disability-Adjusted Life Years),Rate,Japan,2020,70 to 74,Male,22706.326562756236,22237.5036175963,23030.861892430807
DALYs (Disability-Adjusted Life Years),Rate,Japan,2020,75 to 79,Both,23234.569367265045,22940.55668321804,23618.381239619433
DALYs (Disability-Adjusted Life Years),Rate,Japan,2020,75 to 79,Female,21926.319950969686,21635.052195874447,22292.12042894731
DALYs (Disability-Adjusted Life Years),Rate,Japan,2020,75 to 79,Male,24585.53704690137,24150.802536673644,25078.706285184147
DALYs (Disability-Adjusted Life Years),Rate,Japan,2020,80 to 84,Both,24961.690129730265,24571.575797727302,25360.36055218323
DALYs (Disability-Adjusted Life Years),Rate,Japan,2020,80 to 84,Female,23644.111822763603,23206.07823795604,23956.487736607465
DALYs (Disability-Adjusted Life Years),Rate,Japan,2020,80 to 84,Male,26258.382673871376,25870.14961441002,26599.15595534184
DALYs (Disability-Adjusted Life Years),Rate,Japan,2020,85 to 89,Both,26727.366015883264,26168.51097020995,27283.023863166294
DALYs (Disability-Adjusted Life Years),Rate,Japan,2020,85 to 89,Female,25372.295815298887,24959.304539308207,25765.339006228987
DALYs (Disability-Adjusted Life Years),Rate,Japan,2020,85 to 89,Male,27972.983868853556,27402.710216021944,28483.441618406097
DALYs (Disability-Adjusted Life Years),Rate,Japan,2020,90 to 94,Both,28464.27914952729,28064.931702714584,28958.04687317177
DALYs (Disability-Adjusted Life Years),Rate,Japan,2020,90 to 94,Female,27139.61749874946,26762.842558212804,27456.49839093237
