measure,metric,location,year,age,sex,category,val,lower,upper
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2008,35 to 39,Both,Diabetes and kidney diseases,36031.7216339855,35191.38981890858,36968.56614110126
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2008,35 to 39,Female,Diabetes and kidney diseases,15879.078994757943,15523.079767355668,16226.988275743088
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2008,35 to 39,Male,Diabetes and kidney diseases,20171.213558470226,19678.633509638807,20639.845334883856
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2008,40 to 44,Both,Diabetes and kidney diseases,29407.20106988049,28762.052369300036,30098.603278236304
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2008,40 to 44,Female,Diabetes and kidney diseases,13640.951789485925,13340.886305856366,13956.98226555514
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2008,40 to 44,Male,Diabetes and kidney diseases,15564.4704441166,15198.062548423806,15973.295774517095
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2008,45 to 49,Both,Diabetes and kidney diseases,26231.58286314506,25588.578254864933,27239.429104813265
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2008,45 to 49,Female,Diabetes and kidney diseases,13240.850596289716,12929.243650316163,13650.731005984711
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2008,45 to 49,Male,Diabetes and kidney diseases,12594.40530595163,12253.490328957558,12880.55399294055
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2008,50 to 54,Both,Diabetes and kidney diseases,25572.01687675779,24968.45666760437,26709.669405894172
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2008,50 to 54,Female,Diabetes and kidney diseases,13417.715384038118,13103.47527236467,13833.23791710929
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2008,50 to 54,Male,Diabetes and kidney diseases,11710.586040484815,11305.17912584198,12016.342517657184
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2008,55 to 59,Both,Diabetes and kidney diseases,22697.23358831782,22081.448125465642,23403.89114147175
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2008,55 to 59,Female,Diabetes and kidney diseases,11995.738759271015,11606.998191313345,12254.7981306865
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2008,55 to 59,Male,Diabetes and kidney diseases,10592.01093974976,10356.608934225957,10774.39349363403
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2008,60 to 64,Both,Diabetes and kidney diseases,19073.13960461076,18606.755561940397,19514.76788892484
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2008,60 to 64,Female,Diabetes and kidney diseases,9736.31833883165,9426.499021671301,10057.816138766062
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2008,60 to 64,Male,Diabetes and kidney diseases,9203.792265564764,8962.81254211949,9418.635963257278
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2008,65 to 69,Both,Diabetes and kidney diseases,15273.676302154825,14804.71689880799,15871.96242698211
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2008,65 to 69,Female,Diabetes and kidney diseases,7724.561730770201,7519.960552013004,7939.787314360247
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2008,65 to 69,Male,Diabetes and kidney diseases,7476.062529405408,7319.371282050906,7684.659148885085
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2008,70 to 74,Both,Diabetes and kidney diseases,11407.953584952646,11109.480647532851,11655.911446171538
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2008,70 to 74,Female,Diabetes and kidney diseases,5803.646054590083,5698.28338716524,5937.724773104333
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2008,70 to 74,Male,Diabetes and kidney diseases,5533.616120552125,5368.384291298835,5675.997328230633
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2008,75 to 79,Both,Diabetes and kidney diseases,7448.194128112363,7236.525980039456,7679.842897641634
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2008,75 to 79,Female,Diabetes and kidney diseases,3933.0832574975466,3846.6142241594407,4024.344790652939
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2008,75 to 79,Male,Diabetes and kidney diseases,3476.4127224650033,3400.7938669317655,3558.7805429812106
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2008,80 to 84,Both,Diabetes and kidney diseases,4505.995861620021,4410.089631618162,4629.1909609996
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2008,80 to 84,Female,Diabetes and kidney diseases,2564.056669100456,2504.8300707037197,2628.0739717926467
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2008,80 to 84,Male,Diabetes and kidney diseases,1909.8779029483055,1862.896382926167,1961.157010151995
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2008,85 to 89,Both,Diabetes and kidney diseases,1746.2129032409373,1701.0472292773861,1779.6998882473972
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2008,85 to 89,Female,Diabetes and kidney diseases,1046.7752015609867,1016.8399666997088,1079.8148474460327
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2008,85 to 89,Male,Diabetes and kidney diseases,674.7589521867318,659.2511620812234,688.2455404601304
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2008,90 to 94,Both,Diabetes and kidney diseases,468.3007930217622,459.58580896896444,476.7489585666613
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2008,90 to 94,Female,Diabetes and kidney diseases,289.1994168803238,283.6632578226941,296.26652314217404
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2008,90 to 94,Male,Diabetes and kidney diseases,171.63475114366378,167.380226531402,175.73702520385638
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2009,25 to 29,Both,Diabetes and kidney diseases,45087.10015563471,44190.01053484222,46153.42341885671
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2009,25 to 29,Female,Diabetes and kidney diseases,20142.346501683547,19745.65227302492,20551.447629341863
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2009,25 to 29,Male,Diabetes and kidney diseases,24466.728585777993,23890.222838375626,25125.69149730491
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2009,30 to 34,Both,Diabetes and kidney diseases,42844.075643417375,41268.099828155755,44109.00911677495
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2009,30 to 34,Female,Diabetes and kidney diseases,18960.09271356162,18494.018699860833,19417.494082876026
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2009,30 to 34,Male,Diabetes and kidney diseases,23698.907627284632,23021.953161156038,24489.707967042712
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2009,35 to 39,Both,Diabetes and kidney diseases,37260.86339162557,35988.66767225026,38199.36665104618
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2009,35 to 39,Female,Diabetes and kidney diseases,16414.240272126925,15888.818960038307,16892.616805265527
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2009,35 to 39,Male,Diabetes and kidney diseases,20957.371622584385,20514.465824040293,21467.88043470458
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2009,40 to 44,Both,Diabetes and kidney diseases,30138.665668954767,29391.10772098448,30799.119808572577
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2009,40 to 44,Female,Diabetes and kidney diseases,13872.436536743971,13461.772142995136,14184.551793623377
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2009,40 to 44,Male,Diabetes and kidney diseases,16115.025301292268,15629.085390807068,16648.094531952964
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2009,45 to 49,Both,Diabetes and kidney diseases,26231.689491066052,25507.918201476125,27061.73806102226
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2009,45 to 49,Female,Diabetes and kidney diseases,13238.14834022136,12936.068235689352,13586.471291682254
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2009,45 to 49,Male,Diabetes and kidney diseases,12756.714971663856,12479.036260142024,12965.291885352523
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2009,50 to 54,Both,Diabetes and kidney diseases,25578.454319084056,25157.075824857835,25959.279501237907
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2009,50 to 54,Female,Diabetes and kidney diseases,13591.861518180069,13365.408214882864,13896.485897210907
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2009,50 to 54,Male,Diabetes and kidney diseases,11696.609177153481,11421.029956593644,11943.617129362852
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2009,55 to 59,Both,Diabetes and kidney diseases,23692.0547902129,23020.355846685823,24431.733710929002
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2009,55 to 59,Female,Diabetes and kidney diseases,12364.017914542406,12107.911686814252,12660.957425306147
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2009,55 to 59,Male,Diabetes and kidney diseases,10906.655557631078,10646.876733023677,11213.384039113997
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2009,60 to 64,Both,Diabetes and kidney diseases,19393.792980143244,18935.09814165042,19840.133336894738
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2009,60 to 64,Female,Diabetes and kidney diseases,10043.604672791826,9789.121660221452,10266.631580687848
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2009,60 to 64,Male,Diabetes and kidney diseases,9229.884498905434,9003.383939678633,9422.731959015038
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2009,65 to 69,Both,Diabetes and kidney diseases,15398.14865063584,14920.220620956552,15725.610137380641
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2009,65 to 69,Female,Diabetes and kidney diseases,7913.297932504972,7747.008013329129,8146.313166675587
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2009,65 to 69,Male,Diabetes and kidney diseases,7543.491914924201,7388.103688408629,7768.4196956958995
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2009,70 to 74,Both,Diabetes and kidney diseases,11407.936423367548,11091.581206098304,11757.959825319573
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2009,70 to 74,Female,Diabetes and kidney diseases,5825.382528572898,5670.2624838866905,5979.569196932757
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2009,70 to 74,Male,Diabetes and kidney diseases,5517.988873086716,5395.341334063802,5647.443233366881
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2009,75 to 79,Both,Diabetes and kidney diseases,7296.745917072872,7068.81162321184,7521.490505482262
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2009,75 to 79,Female,Diabetes and kidney diseases,3793.0549242443235,3692.853891503889,3913.736016936921
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2009,75 to 79,Male,Diabetes and kidney diseases,3421.1959135399657,3320.703559872722,3506.980457608612
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2009,80 to 84,Both,Diabetes and kidney diseases,4376.718964576018,4267.58220614163,4458.071826711948
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2009,80 to 84,Female,Diabetes and kidney diseases,2440.6907278597396,2372.4262905613177,2501.9308614133606
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2009,80 to 84,Male,Diabetes and kidney diseases,1894.4012449446489,1839.7383487436905,1937.5776211773582
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2009,85 to 89,Both,Diabetes and kidney diseases,1757.7676030409446,1717.0673475507276,1790.5513313478361
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2009,85 to 89,Female,Diabetes and kidney diseases,1050.451660875979,1020.0960555890956,1075.7492212151317
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2009,85 to 89,Male,Diabetes and kidney diseases,678.5564977858327,660.9454284517686,700.933680665089
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2009,90 to 94,Both,Diabetes and kidney diseases,452.9871073346794,441.6084331344912,464.32457129817357
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2009,90 to 94,Female,Diabetes and kidney diseases,278.3791384689029,269.5028440127587,285.98078629540584
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2009,90 to 94,Male,Diabetes and kidney diseases,170.50947349716617,166.18562292218562,174.02133165750666
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2010,25 to 29,Both,Diabetes and kidney diseases,45116.61278685296,43648.19426096938,46245.881032040736
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2010,25 to 29,Female,Diabetes and kidney diseases,20184.590837028874,19441.56214220199,20596.18803360808
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2010,25 to 29,Male,Diabetes and kidney diseases,24575.296893766306,24069.480694063728,25146.96005795534
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2010,30 to 34,Both,Diabetes and kidney diseases,43425.569005440266,42550.93881110294,44459.31885020683
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2010,30 to 34,Female,Diabetes and kidney diseases,19221.717717415417,18778.760598518966,19633.86342861652
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2010,30 to 34,Male,Diabetes and kidney diseases,24140.714341356674,23514.376562528123,24701.394820498783
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2010,35 to 39,Both,Diabetes and kidney diseases,38592.88375934084,37552.772001183075,39854.98914661181
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2010,35 to 39,Female,Diabetes and kidney diseases,16839.95272946334,16569.885453692812,17190.19694799905
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2010,35 to 39,Male,Diabetes and kidney diseases,21384.06582545455,20837.0058805545,21753.60691666389
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2010,40 to 44,Both,Diabetes and kidney diseases,31232.63940571817,30593.538022042834,32039.81019979649
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2010,40 to 44,Female,Diabetes and kidney diseases,14268.743890369236,13917.924186887572,14582.460523659329
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2010,40 to 44,Male,Diabetes and kidney diseases,16975.911391026264,16555.847862296192,17384.24075902402
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2010,45 to 49,Both,Diabetes and kidney diseases,26432.74868089281,25696.343967477515,27243.78965871329
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2010,45 to 49,Female,Diabetes and kidney diseases,13194.261125254017,12828.35813802464,13563.862240147195
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2010,45 to 49,Male,Diabetes and kidney diseases,13042.324783156055,12641.824715067576,13340.921896189942
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2010,50 to 54,Both,Diabetes and kidney diseases,25773.132951940974,24997.609058944392,26231.332304905136
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2010,50 to 54,Female,Diabetes and kidney diseases,13671.073181146916,13420.645915845034,14086.945883037586
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2010,50 to 54,Male,Diabetes and kidney diseases,11708.88262434993,11476.866610071402,12046.88728604558
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2010,55 to 59,Both,Diabetes and kidney diseases,24531.031374182807,23971.086011134597,24939.67850662909
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2010,55 to 59,Female,Diabetes and kidney diseases,13011.479910970558,12643.479461514256,13434.289093414243
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2010,55 to 59,Male,Diabetes and kidney diseases,11305.493264242763,11010.66998150585,11551.558016191842
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2010,60 to 64,Both,Diabetes and kidney diseases,19524.222770757533,19111.84582615943,20033.8056081405
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2010,60 to 64,Female,Diabetes and kidney diseases,10252.298252285862,9995.955555024779,10552.643824295126
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2010,60 to 64,Male,Diabetes and kidney diseases,9075.421236473703,8877.486474024705,9284.482093394254
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2010,65 to 69,Both,Diabetes and kidney diseases,15869.228095429477,15554.31872348042,16257.581570890672
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2010,65 to 69,Female,Diabetes and kidney diseases,8205.110796719542,8009.66883175051,8360.722136212153
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2010,65 to 69,Male,Diabetes and kidney diseases,7629.993116833084,7399.093679498981,7837.9642762218555
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2010,70 to 74,Both,Diabetes and kidney diseases,11486.610360269504,11146.398163343523,11772.401563786367
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2010,70 to 74,Female,Diabetes and kidney diseases,5914.545788642936,5756.540286827063,6064.606187960547
