cause,location,sex,age,year,point_estimate,lower,upper
Diabetes and kidney diseases,Global,Both,65 to 69,2027,8204.908519015535,8203.220877430715,8206.211698405115
Diabetes and kidney diseases,Global,Both,70 to 74,2027,8984.318380544337,8982.579839739017,8985.950695572681
Diabetes and kidney diseases,Global,Both,75 to 79,2027,9756.754155206534,9755.87698815147,9757.82383134271
Diabetes and kidney diseases,Global,Both,80 to 84,2027,10516.5771386333,10514.60642952328,10517.93975178206
Diabetes and kidney diseases,Global,Both,85 to 89,2027,11293.831312010789,11292.091952417164,11297.605177326528
Diabetes and kidney diseases,Global,Both,90 to 94,2027,12045.997945350478,12042.684610331538,12049.51051635751
Diabetes and kidney diseases,Global,Both,25 to 29,2028,2373.1112514451415,2372.5562744087406,2373.6216726966068
Diabetes and kidney diseases,Global,Both,30 to 34,2028,2964.4426788281653,2963.6466033822157,2965.139526174096
Diabetes and kidney diseases,Global,Both,35 to 39,2028,3563.849476717424,3562.8972851768476,3564.660887744676
Diabetes and kidney diseases,Global,Both,40 to 44,2028,4322.279435837896,4321.762550100154,4322.645304590822
Diabetes and kidney diseases,Global,Both,45 to 49,2028,5105.257431529045,5104.503695835153,5106.125778776435
Diabetes and kidney diseases,Global,Both,50 to 54,2028,5878.889868335198,5878.123309276985,5879.853980280884
Diabetes and kidney diseases,Global,Both,55 to 59,2028,6657.071587494363,6656.276085729659,6657.873366148117
Diabetes and kidney diseases,Global,Both,60 to 64,2028,7438.054212684118,7437.165822221794,7439.000794003028
Diabetes and kidney diseases,Global,Both,65 to 69,2028,8204.908519015535,8203.220877430715,8206.211698405115
Diabetes and kidney diseases,Global,Both,70 to 74,2028,8984.318380544337,8982.579839739017,8985.950695572681
Diabetes and kidney diseases,Global,Both,75 to 79,2028,9756.754155206534,9755.87698815147,9757.82383134271
Diabetes and kidney diseases,Global,Both,80 to 84,2028,10516.5771386333,10514.60642952328,10517.93975178206
Diabetes and kidney diseases,Global,Both,85 to 89,2028,11293.831312010789,11292.091952417164,11297.605177326528
Diabetes and kidney diseases,Global,Both,90 to 94,2028,12045.997945350478,12042.684610331538,12049.51051635751
Diabetes and kidney diseases,Global,Both,25 to 29,2029,2373.1112514451415,2372.5562744087406,2373.6216726966068
Diabetes and kidney diseases,Global,Both,30 to 34,2029,2964.4426788281653,2963.6466033822157,2965.139526174096
Diabetes and kidney diseases,Global,Both,35 to 39,2029,3563.849476717424,3562.8972851768476,3564.660887744676
Diabetes and kidney diseases,Global,Both,40 to 44,2029,4322.279435837896,4321.762550100154,4322.645304590822
Diabetes and kidney diseases,Global,Both,45 to 49,2029,5105.257431529045,5104.503695835153,5106.125778776435
Diabetes and kidney diseases,Global,Both,50 to 54,2029,5878.889868335198,5878.123309276985,5879.853980280884
Diabetes and kidney diseases,Global,Both,55 to 59,2029,6657.071587494363,6656.276085729659,6657.873366148117
Diabetes and kidney diseases,Global,Both,60 to 64,2029,7438.054212684118,7437.165822221794,7439.000794003028
Diabetes and kidney diseases,Global,Both,65 to 69,2029,8204.908519015535,8203.220877430715,8206.211698405115
Diabetes and kidney diseases,Global,Both,70 to 74,2029,8984.318380544337,8982.579839739017,8985.950695572681
Diabetes and kidney diseases,Global,Both,75 to 79,2029,9756.754155206534,9755.87698815147,9757.82383134271
Diabetes and kidney diseases,Global,Both,80 to 84,2029,10516.5771386333,10514.60642952328,10517.93975178206
Diabetes and kidney diseases,Global,Both,85 to 89,2029,11293.831312010789,11292.091952417164,11297.605177326528
Diabetes and kidney diseases,Global,Both,90 to 94,2029,12045.997945350478,12042.684610331538,12049.51051635751
Diabetes and kidney diseases,Global,Both,25 to 29,2030,2373.1112514451415,2372.5562744087406,2373.6216726966068
Diabetes and kidney diseases,Global,Both,30 to 34,2030,2964.4426788281653,2963.6466033822157,2965.139526174096
Diabetes and kidney diseases,Global,Both,35 to 39,2030,3563.849476717424,3562.8972851768476,3564.660887744676
Diabetes and kidney diseases,Global,Both,40 to 44,2030,4322.279435837896,4321.762550100154,4322.645304590822
Diabetes and kidney diseases,Global,Both,45 to 49,2030,5105.257431529045,5104.503695835153,5106.125778776435
Diabetes and kidney diseases,Global,Both,50 to 54,2030,5878.889868335198,5878.123309276985,5879.853980280884
Diabetes and kidney diseases,Global,Both,55 to 59,2030,6657.071587494363,6656.276085729659,6657.873366148117
Diabetes and kidney diseases,Global,Both,60 to 64,2030,7438.054212684118,7437.165822221794,7439.000794003028
Diabetes and kidney diseases,Global,Both,65 to 69,2030,8204.908519015535,8203.220877430715,8206.211698405115
Diabetes and kidney diseases,Global,Both,70 to 74,2030,8984.318380544337,8982.579839739017,8985.950695572681
Diabetes and kidney diseases,Global,Both,75 to 79,2030,9756.754155206534,9755.87698815147,9757.82383134271
Diabetes and kidney diseases,Global,Both,80 to 84,2030,10516.5771386333,10514.60642952328,10517.93975178206
Diabetes and kidney diseases,Global,Both,85 to 89,2030,11293.831312010789,11292.091952417164,11297.605177326528
Diabetes and kidney diseases,Global,Both,90 to 94,2030,12045.997945350478,12042.684610331538,12049.51051635751
Diabetes and kidney diseases,Global,Both,25 to 29,2031,2373.1112514451415,2372.5562744087406,2373.6216726966068
Diabetes and kidney diseases,Global,Both,30 to 34,2031,2964.4426788281653,2963.6466033822157,2965.139526174096
Diabetes and kidney diseases,Global,Both,35 to 39,2031,3563.849476717424,3562.8972851768476,3564.660887744676
Diabetes and kidney diseases,Global,Both,40 to 44,2031,4322.279435837896,4321.762550100154,4322.645304590822
Diabetes and kidney diseases,Global,Both,45 to 49,2031,5105.257431529045,5104.503695835153,5106.125778776435
Diabetes and kidney diseases,Global,Both,50 to 54,2031,5878.889868335198,5878.123309276985,5879.853980280884
Diabetes and kidney diseases,Global,Both,55 to 59,2031,6657.071587494363,6656.276085729659,6657.873366148117
Diabetes and kidney diseases,Global,Both,60 to 64,2031,7438.054212684118,7437.165822221794,7439.000794003028
Diabetes and kidney diseases,Global,Both,65 to 69,2031,8204.908519015535,8203.220877430715,8206.211698405115
Diabetes and kidney diseases,Global,Both,70 to 74,2031,8984.318380544337,8982.579839739017,8985.950695572681
Diabetes and kidney diseases,Global,Both,75 to 79,2031,9756.754155206534,9755.87698815147,9757.82383134271
Diabetes and kidney diseases,Global,Both,80 to 84,2031,10516.5771386333,10514.60642952328,10517.93975178206
Diabetes and kidney diseases,Global,Both,85 to 89,2031,11293.831312010789,11292.091952417164,11297.605177326528
Diabetes and kidney diseases,Global,Both,90 to 94,2031,12045.997945350478,12042.684610331538,12049.51051635751
Diabetes and kidney diseases,Global,Both,25 to 29,2032,2347.681705326549,2347.059079659528,2348.211359853276
Diabetes and kidney diseases,Global,Both,30 to 34,2032,2934.05343147798,2933.194796512556,2934.772783144297
Diabetes and kidney diseases,Global,Both,35 to 39,2032,3528.6313999639747,3527.5911097622256,3529.469104340168
Diabetes and kidney diseases,Global,Both,40 to 44,2032,4123.113710479354,4122.053132625244,4123.969024435252
Diabetes and kidney diseases,Global,Both,45 to 49,2032,4915.3895125632225,4914.732481356094,4916.043818145687
Diabetes and kidney diseases,Global,Both,50 to 54,2032,5720.524845468024,5719.363499555808,5721.190666763234
Diabetes and kidney diseases,Global,Both,55 to 59,2032,6504.779568820215,6503.774920887472,6505.513693608292
Diabetes and kidney diseases,Global,Both,60 to 64,2032,7303.418532365252,7302.59487010541,7304.441694819005
Diabetes and kidney diseases,Global,Both,65 to 69,2032,8102.153466925369,8100.457234979175,8103.651919108875
Diabetes and kidney diseases,Global,Both,70 to 74,2032,8889.835253090752,8888.561928323637,8891.462331602144
Diabetes and kidney diseases,Global,Both,75 to 79,2032,9671.247152083557,9670.33425735852,9672.940593312695
Diabetes and kidney diseases,Global,Both,80 to 84,2032,10453.775943211456,10451.413466553706,10455.686156686601
Diabetes and kidney diseases,Global,Both,85 to 89,2032,11237.848357706105,11235.376663718904,11240.910778702011
Diabetes and kidney diseases,Global,Both,90 to 94,2032,12011.720441980611,12008.782476446586,12016.370588426384
Diabetes and kidney diseases,Global,Both,25 to 29,2033,2347.681705326549,2347.059079659528,2348.211359853276
Diabetes and kidney diseases,Global,Both,30 to 34,2033,2934.05343147798,2933.194796512556,2934.772783144297
Diabetes and kidney diseases,Global,Both,35 to 39,2033,3528.6313999639747,3527.5911097622256,3529.469104340168
Diabetes and kidney diseases,Global,Both,40 to 44,2033,4123.113710479354,4122.053132625244,4123.969024435252
Diabetes and kidney diseases,Global,Both,45 to 49,2033,4915.3895125632225,4914.732481356094,4916.043818145687
Diabetes and kidney diseases,Global,Both,50 to 54,2033,5720.524845468024,5719.363499555808,5721.190666763234
Diabetes and kidney diseases,Global,Both,55 to 59,2033,6504.779568820215,6503.774920887472,6505.513693608292
Diabetes and kidney diseases,Global,Both,60 to 64,2033,7303.418532365252,7302.59487010541,7304.441694819005
Diabetes and kidney diseases,Global,Both,65 to 69,2033,8102.153466925369,8100.457234979175,8103.651919108875
Diabetes and kidney diseases,Global,Both,70 to 74,2033,8889.835253090752,8888.561928323637,8891.462331602144
Diabetes and kidney diseases,Global,Both,75 to 79,2033,9671.247152083557,9670.33425735852,9672.940593312695
Diabetes and kidney diseases,Global,Both,80 to 84,2033,10453.775943211456,10451.413466553706,10455.686156686601
Diabetes and kidney diseases,Global,Both,85 to 89,2033,11237.848357706105,11235.376663718904,11240.910778702011
Diabetes and kidney diseases,Global,Both,90 to 94,2033,12011.720441980611,12008.782476446586,12016.370588426384
Diabetes and kidney diseases,Global,Both,25 to 29,2034,2347.681705326549,2347.059079659528,2348.211359853276
Diabetes and kidney diseases,Global,Both,30 to 34,2034,2934.05343147798,2933.194796512556,2934.772783144297
Diabetes and kidney diseases,Global,Both,35 to 39,2034,3528.6313999639747,3527.5911097622256,3529.469104340168
Diabetes and kidney diseases,Global,Both,40 to 44,2034,4123.113710479354,4122.053132625244,4123.969024435252
Diabetes and kidney diseases,Global,Both,45 to 49,2034,4915.3895125632225,4914.732481356094,4916.043818145687
Diabetes and kidney diseases,Global,Both,50 to 54,2034,5720.524845468024,5719.363499555808,5721.190666763234
Diabetes and kidney diseases,Global,Both,55 to 59,2034,6504.779568820215,6503.774920887472,6505.513693608292
Diabetes and kidney diseases,Global,Both,60 to 64,2034,7303.418532365252,7302.59487010541,7304.441694819005
Diabetes and kidney diseases,Global,Both,65 to 69,2034,8102.153466925369,8100.457234979175,8103.651919108875
Diabetes and kidney diseases,Global,Both,70 to 74,2034,8889.835253090752,8888.561928323637,8891.462331602144
Diabetes and kidney diseases,Global,Both,75 to 79,2034,9671.247152083557,9670.33425735852,9672.940593312695
Diabetes and kidney diseases,Global,Both,80 to 84,2034,10453.775943211456,10451.413466553706,10455.686156686601
Diabetes and kidney diseases,Global,Both,85 to 89,2034,11237.848357706105,11235.376663718904,11240.910778702011
Diabetes and kidney diseases,Global,Both,90 to 94,2034,12011.720441980611,12008.782476446586,12016.370588426384
Diabetes and kidney diseases,Global,Both,25 to 29,2035,2347.681705326549,2347.059079659528,2348.211359853276
Diabetes and kidney diseases,Global,Both,30 to 34,2035,2934.05343147798,2933.194796512556,2934.772783144297
Diabetes and kidney diseases,Global,Both,35 to 39,2035,3528.6313999639747,3527.5911097622256,3529.469104340168
Diabetes and kidney diseases,Global,Both,40 to 44,2035,4123.113710479354,4122.053132625244,4123.969024435252
Diabetes and kidney diseases,Global,Both,45 to 49,2035,4915.3895125632225,4914.732481356094,4916.043818145687
Diabetes and kidney diseases,Global,Both,50 to 54,2035,5720.524845468024,5719.363499555808,5721.190666763234
Diabetes and kidney diseases,Global,Both,55 to 59,2035,6504.779568820215,6503.774920887472,6505.513693608292
Diabetes and kidney diseases,Global,Both,60 to 64,2035,7303.418532365252,7302.59487010541,7304.441694819005
Diabetes and kidney diseases,Global,Both,65 to 69,2035,8102.153466925369,8100.457234979175,8103.651919108875
Diabetes and kidney diseases,Global,Both,70 to 74,2035,8889.835253090752,8888.561928323637,8891.462331602144
Diabetes and kidney diseases,Global,Both,75 to 79,2035,9671.247152083557,9670.33425735852,9672.940593312695
Diabetes and kidney diseases,Global,Both,80 to 84,2035,10453.775943211456,10451.413466553706,10455.686156686601
Diabetes and kidney diseases,Global,Both,85 to 89,2035,11237.848357706105,11235.376663718904,11240.910778702011
Diabetes and kidney diseases,Global,Both,90 to 94,2035,12011.720441980611,12008.782476446586,12016.370588426384
Diabetes and kidney diseases,Global,Both,25 to 29,2036,2347.681705326549,2347.059079659528,2348.211359853276
Diabetes and kidney diseases,Global,Both,30 to 34,2036,2934.05343147798,2933.194796512556,2934.772783144297
Diabetes and kidney diseases,Global,Both,35 to 39,2036,3528.6313999639747,3527.5911097622256,3529.469104340168
Diabetes and kidney diseases,Global,Both,40 to 44,2036,4123.113710479354,4122.053132625244,4123.969024435252
Diabetes and kidney diseases,Global,Both,45 to 49,2036,4915.3895125632225,4914.732481356094,4916.043818145687
Diabetes and kidney diseases,Global,Both,50 to 54,2036,5720.524845468024,5719.363499555808,5721.190666763234
Diabetes and kidney diseases,Global,Both,55 to 59,2036,6504.779568820215,6503.774920887472,6505.513693608292
Diabetes and kidney diseases,Global,Both,60 to 64,2036,7303.418532365252,7302.59487010541,7304.441694819005
Diabetes and kidney diseases,Global,Both,65 to 69,2036,8102.153466925369,8100.457234979175,8103.651919108875
Diabetes and kidney diseases,Global,Both,70 to 74,2036,8889.835253090752,8888.561928323637,8891.462331602144
Diabetes and kidney diseases,Global,Both,75 to 79,2036,9671.247152083557,9670.33425735852,9672.940593312695
Diabetes and kidney diseases,Global,Both,80 to 84,2036,10453.775943211456,10451.413466553706,10455.686156686601
Diabetes and kidney diseases,Global,Both,85 to 89,2036,11237.848357706105,11235.376663718904,11240.910778702011
Diabetes and kidney diseases,Global,Both,90 to 94,2036,12011.720441980611,12008.782476446586,12016.370588426384
Diabetes and kidney diseases,Global,Both,25 to 29,2037,2335.0489451587973,2334.3929519662647,2335.5880742699073
Diabetes and kidney diseases,Global,Both,30 to 34,2037,2918.95255513979,2918.0630527187654,2919.682997689625
Diabetes and kidney diseases,Global,Both,35 to 39,2037,3511.127080622507,3510.040962809865,3511.977751039274
Diabetes and kidney diseases,Global,Both,40 to 44,2037,4103.286257368637,4102.184580760683,4104.156734790172
Diabetes and kidney diseases,Global,Both,45 to 49,2037,4716.620076037794,4715.41431034579,4717.862933431917
Diabetes and kidney diseases,Global,Both,50 to 54,2037,5537.597938061814,5536.705982776444,5538.12152447424
Diabetes and kidney diseases,Global,Both,55 to 59,2037,6361.079863384801,6359.801266626952,6361.543719651083
Diabetes and kidney diseases,Global,Both,60 to 64,2037,7170.254913008862,7169.439378807387,7170.959455657026
Diabetes and kidney diseases,Global,Both,65 to 69,2037,7991.640593221444,7990.00803170559,7993.138049791818
Diabetes and kidney diseases,Global,Both,70 to 74,2037,8816.693857591456,8815.416863735467,8818.48669916816
Diabetes and kidney diseases,Global,Both,75 to 79,2037,9610.051419321775,9608.756018874865,9611.82469417066
Diabetes and kidney diseases,Global,Both,80 to 84,2037,10405.004814872758,10402.73000018342,10407.40814067574
